Highest Offense Description,Latitude,Longitude,year
CRIMINAL TRESPASS,30.2434245,-97.69216944,2022
ROBBERY BY ASSAULT,30.31364836,-97.69224132,2022
AGG ASSAULT,30.30178349,-97.69866762,2022
DEBIT CARD ABUSE,30.20524252,-97.75566255,2022
CHILD CUSTODY INTERFERE,30.14580151,-97.83280278,2022
FAMILY DISTURBANCE,30.17028912,-97.62851843,2022
ARSON,30.27956408,-97.74922246,2022
BURGLARY OF VEHICLE,30.16358776,-97.77878034,2022
AUTO THEFT,30.18761187,-97.76545956,2022
CRIMINAL TRESPASS,30.26427596,-97.73390689,2022
THEFT,30.33915243,-97.69116575,2022
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2022
THEFT CATALYTIC CONVERTER,30.40701675,-97.66862329,2022
DWI 2ND,30.19143898,-97.7699232,2022
TERRORISTIC THREAT,30.26735144,-97.73909331,2022
FAMILY DISTURBANCE,30.24991247,-97.85898178,2022
BURGLARY OF VEHICLE,30.36041375,-97.75266996,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.21338491,-97.7498655,2022
AGG ASSAULT,30.22250974,-97.76487063,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
ROBBERY BY ASSAULT,30.35644037,-97.68685154,2022
THEFT,30.4705168,-97.80651783,2022
BURGLARY OF VEHICLE,30.2208472,-97.69218824,2022
DRIVING WHILE INTOX / FELONY,30.14846741,-97.85490456,2022
THEFT,30.22625562,-97.74478634,2022
THEFT CATALYTIC CONVERTER,30.28593612,-97.71034427,2022
ASSAULT WITH INJURY,30.4174025,-97.7000804,2022
AUTO THEFT,30.22616136,-97.70343843,2022
BURGLARY OF VEHICLE,30.40007889,-97.72693605,2022
ROBBERY BY ASSAULT,30.33295285,-97.70453509,2022
FRAUD - OTHER,30.38256632,-97.72309826,2022
BURGLARY OF RESIDENCE,30.31860654,-97.68793677,2022
IDENTITY THEFT,30.28940927,-97.76930205,2022
MAIL THEFT,30.47705492,-97.7898313,2022
BURGLARY OF VEHICLE,30.19448109,-97.77681422,2022
INJURY TO ELDERLY PERSON,30.22852391,-97.71095015,2022
ASSAULT BY THREAT,30.27484692,-97.63590012,2022
THEFT,30.16358776,-97.77878034,2022
BURGLARY OF RESIDENCE,30.3321986,-97.70517392,2022
AUTO THEFT,30.23286858,-97.79750383,2022
FAMILY DISTURBANCE,30.32066653,-97.68766788,2022
THEFT,30.32543077,-97.67347314,2022
BURGLARY NON RESIDENCE,30.35552792,-97.72893593,2022
CRIMINAL TRESPASS,30.27502739,-97.7337885,2022
AUTO THEFT,30.32579585,-97.80976572,2022
BURGLARY OF VEHICLE,30.34855279,-97.7972628,2022
THEFT CATALYTIC CONVERTER,30.39859941,-97.66698077,2022
AUTO THEFT,30.237448,-97.75139152,2022
THEFT CATALYTIC CONVERTER,30.31928925,-97.70065924,2022
FAMILY DISTURBANCE,30.24393779,-97.7643387,2022
THEFT CATALYTIC CONVERTER,30.32875913,-97.68066099,2022
BURGLARY OF VEHICLE,30.40711173,-97.79054705,2022
EVADING / FOOT,30.21461442,-97.74891743,2022
THEFT,30.25465421,-97.7627515,2022
DISCLOSE/PROMO INTIMATE VISUAL,,,2022
THEFT CATALYTIC CONVERTER,30.38979111,-97.65120601,2022
BURGLARY NON RESIDENCE,30.42502978,-97.67210197,2022
POSS CONTROLLED SUB/NARCOTIC,30.25034443,-97.75494958,2022
POSSESSION OF MARIJUANA,30.26099446,-97.7357885,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.21847525,-97.76680204,2022
ASSAULT  CONTACT-SEXUAL NATURE,,,2022
DISTURBANCE - OTHER,30.26731556,-97.73990224,2022
DEADLY CONDUCT,30.27070053,-97.70611618,2022
FAMILY DISTURBANCE,30.13173226,-97.79375578,2022
CRIMINAL MISCHIEF,30.31307625,-97.66501363,2022
FAMILY DISTURBANCE,30.26965717,-97.75125887,2022
FRAUD - OTHER,30.43838115,-97.77205817,2022
BURGLARY OF RESIDENCE,30.30680509,-97.72148633,2022
FAMILY DISTURBANCE,30.36586715,-97.68584433,2022
THEFT CATALYTIC CONVERTER,30.19670238,-97.78587397,2022
BURGLARY NON RESIDENCE,30.34465887,-97.73654814,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
DISTURBANCE - OTHER,30.2290038,-97.70310131,2022
THEFT CATALYTIC CONVERTER,30.24207342,-97.79956815,2022
CRIMINAL TRESPASS/IN VEHICLE,30.23048473,-97.71188194,2022
IDENTITY THEFT,30.20443668,-97.78078742,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.44139787,-97.74748262,2022
BURGLARY OF VEHICLE,30.38514788,-97.73850323,2022
ASSAULT BY CONTACT,30.23677941,-97.72423225,2022
BREACH OF COMPUTER SECURITY,30.33993152,-97.71857277,2022
HARASSMENT,30.33425674,-97.6797108,2022
THEFT,30.28613958,-97.7421124,2022
FAMILY DISTURBANCE,30.34483718,-97.75273786,2022
THEFT CATALYTIC CONVERTER,30.21629693,-97.84115901,2022
POSS CONTROLLED SUB/OTHER,30.35764573,-97.70011339,2022
FAMILY DISTURBANCE/PARENTAL,30.30092888,-97.74282785,2022
AUTO THEFT,30.35701562,-97.75177774,2022
FORGERY AND PASSING,30.29980935,-97.73494032,2022
THEFT CATALYTIC CONVERTER,30.24081284,-97.81738088,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.16454989,-97.79548563,2022
THEFT CATALYTIC CONVERTER,30.42092143,-97.70967318,2022
BURGLARY OF VEHICLE,30.35742942,-97.79566252,2022
THEFT,30.24381803,-97.72047837,2022
CRIMINAL MISCHIEF,30.22771827,-97.70117264,2022
BURGLARY OF VEHICLE,30.17896789,-97.61585336,2022
FAMILY DISTURBANCE,30.18699391,-97.74569571,2022
POSS CONTROLLED SUB/NARCOTIC,30.35242664,-97.6860071,2022
TERRORISTIC THREAT,30.28423787,-97.67186382,2022
BURGLARY OF VEHICLE,30.20842177,-97.76236048,2022
FAMILY DISTURBANCE,30.2309895,-97.70564444,2022
DEL CONTROLLED SUB/NARCOTIC,30.21373363,-97.72042128,2022
AGG ROBBERY/DEADLY WEAPON,30.32535265,-97.70757653,2022
DISTURBANCE - OTHER,30.23973812,-97.71651521,2022
CRIMINAL TRESPASS,30.39031042,-97.74041376,2022
BURGLARY OF RESIDENCE,30.34296038,-97.71348683,2022
THEFT,30.26569213,-97.74585183,2022
THEFT,30.28558291,-97.66459473,2022
AUTO THEFT,30.26280352,-97.71306386,2022
BURGLARY OF VEHICLE,30.26084978,-97.72514692,2022
THEFT OF BICYCLE,30.22417914,-97.72675159,2022
EVADING VEHICLE,30.14282466,-97.80155569,2022
BURGLARY OF VEHICLE,30.23513143,-97.72015908,2022
BURGLARY OF VEHICLE,30.38591262,-97.76172992,2022
CRIMINAL MISCHIEF,30.33911002,-97.73268002,2022
CRIMINAL MISCHIEF,30.35680487,-97.70444002,2022
AUTO THEFT,30.41296498,-97.74476741,2022
CRIMINAL MISCHIEF,30.35848628,-97.68683346,2022
CRIMINAL TRESPASS,30.37127332,-97.70907948,2022
HARASSMENT,30.23120536,-97.88561603,2022
CRIMINAL MISCHIEF,30.24238483,-97.7500273,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.31269423,-97.77140002,2022
FAMILY DISTURBANCE,30.2207812,-97.79459723,2022
DATING DISTURBANCE,30.2940293,-97.74437587,2022
POSS CONTROLLED SUB/NARCOTIC,30.19061184,-97.7722943,2022
CRED CARD ABUSE - OTHER,30.15404494,-97.81573415,2022
IDENTITY THEFT,30.43155933,-97.77283615,2022
THEFT,30.31841872,-97.68310417,2022
DWI,30.33636319,-97.69582395,2022
DWI  .15 BAC OR ABOVE,30.27032806,-97.73248283,2022
BURGLARY NON RESIDENCE,30.34896171,-97.74014576,2022
THEFT,30.20833715,-97.81135219,2022
THEFT,30.36652906,-97.69300392,2022
THEFT,30.23777808,-97.68857347,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
DISTURBANCE - OTHER,30.4120361,-97.69176384,2022
FAMILY DISTURBANCE,30.27486362,-97.67831408,2022
ASSAULT BY CONTACT,30.32101027,-97.71485953,2022
THEFT,30.25788603,-97.80700704,2022
BURGLARY OF VEHICLE,30.15957491,-97.77587971,2022
FORGERY AND PASSING,30.36722345,-97.73156034,2022
FRAUD - OTHER,30.43327005,-97.77173378,2022
TERRORISTIC THREAT,30.29930666,-97.67369234,2022
THEFT CATALYTIC CONVERTER,30.20876283,-97.71687298,2022
DOC FIGHTING,30.17892531,-97.80533918,2022
ASSAULT WITH INJURY,30.23520584,-97.7913737,2022
ASSAULT BY CONTACT,30.22924532,-97.79009583,2022
BURGLARY OF VEHICLE,30.3522535,-97.69281751,2022
DEADLY CONDUCT,30.40485376,-97.71371186,2022
BURGLARY OF VEHICLE,30.39242346,-97.74985889,2022
PURSE SNATCHING,30.44268296,-97.6642088,2022
THEFT CATALYTIC CONVERTER,30.40934374,-97.69873297,2022
FALSE ALARM OR REPORT,30.17971283,-97.78983568,2022
CRIMINAL MISCHIEF-NO SUSPECT,30.16661254,-97.62101201,2022
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2022
AUTO THEFT,30.33412237,-97.71585755,2022
BURGLARY OF VEHICLE,30.16358776,-97.77878034,2022
THEFT,30.26766034,-97.69348674,2022
CRIMINAL MISCHIEF,30.23654776,-97.87735625,2022
BURGLARY OF VEHICLE,30.40071469,-97.72519916,2022
THEFT,30.2644967,-97.74576347,2022
AUTO THEFT,30.37632539,-97.68510677,2022
FAMILY DISTURBANCE,30.42780091,-97.68027738,2022
ASSAULT WITH INJURY,30.17816658,-97.75912302,2022
CRASH/FAIL STOP AND RENDER AID,30.35926015,-97.68941608,2022
THEFT,30.21552382,-97.76376751,2022
UNLAWFUL CARRYING WEAPON,30.26061806,-97.71163724,2022
VIOL OF PROTECTIVE ORDER,30.48919917,-97.63754469,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
BURGLARY OF VEHICLE,30.26204909,-97.72501948,2022
AIRPORT PLACES WEAPON PROHIBIT,30.20200809,-97.6668813,2022
THEFT CATALYTIC CONVERTER,30.3585834,-97.74754941,2022
FAMILY DISTURBANCE,30.26084978,-97.72514692,2022
THEFT OF TRAILER,30.21004149,-97.7705822,2022
ASSAULT WITH INJURY,30.20228012,-97.64254616,2022
BURGLARY NON RESIDENCE,30.34116211,-97.69861002,2022
INTERFERING W/EMERG PHONE CALL,30.1965544,-97.75689803,2022
IDENTITY THEFT,30.37510929,-97.71119236,2022
IDENTITY THEFT,30.45953972,-97.78880469,2022
HARASSMENT,30.43809342,-97.7707327,2022
BURGLARY OF RESIDENCE,30.4368002,-97.73038347,2022
FRAUD - OTHER,30.19705772,-97.78313854,2022
FAMILY DISTURBANCE,30.21528909,-97.70182485,2022
CRIMINAL MISCHIEF,30.19029576,-97.73327898,2022
FAMILY DISTURBANCE,30.26829473,-97.7400407,2022
THEFT CATALYTIC CONVERTER,30.41415219,-97.70668725,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
ONLINE IMPERSONATION,30.25292421,-97.76384617,2022
CRIMINAL MISCHIEF,30.35242664,-97.6860071,2022
AUTO THEFT,30.19654414,-97.78510877,2022
HARASSMENT,30.36478738,-97.70113317,2022
AUTO THEFT,30.36064572,-97.74971104,2022
ASSAULT BY THREAT,30.28764268,-97.74967487,2022
ROBBERY BY ASSAULT,30.26678154,-97.73824996,2022
AUTO THEFT,30.36973666,-97.71328915,2022
POSS CONTROLLED SUB/NARCOTIC,30.28739304,-97.74166993,2022
GRAFFITI,30.26947189,-97.70682452,2022
AUTO THEFT,30.21656061,-97.76746727,2022
ASSAULT WITH INJURY,30.33833356,-97.6770905,2022
THEFT BY SHOPLIFTING,30.26186261,-97.77510922,2022
FAMILY DISTURBANCE,30.28539899,-97.71406989,2022
THEFT OF BICYCLE,30.26126024,-97.69281895,2022
HARASSMENT,30.17987732,-97.82577661,2022
POSS OF DRUG PARAPHERNALIA,30.26665421,-97.73508807,2022
BURGLARY NON RESIDENCE,30.23496305,-97.7183772,2022
AUTO THEFT,30.24436147,-97.74072778,2022
THEFT CATALYTIC CONVERTER,30.46456251,-97.79175492,2022
DRIVING WHILE INTOX / FELONY,30.19532631,-97.62424599,2022
ASSAULT BY CONTACT,30.26806484,-97.74281616,2022
DISTURBANCE - OTHER,30.33826554,-97.69257254,2022
CRIMINAL TRESPASS,30.30921852,-97.68163241,2022
BURGLARY OF VEHICLE,30.39242346,-97.74985889,2022
FRAUD - OTHER,30.18534615,-97.74758551,2022
THEFT OF LICENSE PLATE,30.20750716,-97.75831583,2022
MAIL THEFT,30.17894931,-97.76660145,2022
THEFT,30.1974094,-97.78989537,2022
THEFT OF BICYCLE,30.25662128,-97.75648325,2022
FORGERY AND PASSING,30.27522579,-97.69946216,2022
ASSAULT BY THREAT,30.27064233,-97.68991335,2022
ASSAULT WITH INJURY,30.19666535,-97.78857568,2022
BURGLARY NON RESIDENCE,30.26505534,-97.74224105,2022
IDENTITY THEFT,30.26032377,-97.7566474,2022
FRAUD - OTHER,30.32237616,-97.73481449,2022
THEFT,30.32981155,-97.70652937,2022
AUTO THEFT,30.22793174,-97.82881097,2022
POSSESSION OF MARIJUANA,30.26744445,-97.73553891,2022
BURGLARY NON RESIDENCE,30.26872582,-97.73661026,2022
THEFT CATALYTIC CONVERTER,30.20193781,-97.72138309,2022
FAMILY DISTURBANCE,30.32141998,-97.6792776,2022
AUTO THEFT,30.24984463,-97.76759022,2022
FRAUD - OTHER,30.27111367,-97.73378932,2022
THEFT FROM BUILDING,30.35499292,-97.69362099,2022
DWI - DRUG RECOGNITION EXPERT,30.39885869,-97.6708572,2022
CRIMINAL MISCHIEF,30.2649333,-97.75856166,2022
DAMAGE CITY PROP,30.40364963,-97.63843605,2022
THEFT OF SERVICE,30.3138651,-97.7457552,2022
THEFT,30.27274715,-97.74110935,2022
THEFT OF LICENSE PLATE,30.42663655,-97.69825393,2022
THEFT,30.19264064,-97.74489544,2022
THEFT CATALYTIC CONVERTER,30.40526665,-97.67189551,2022
THEFT,30.25177139,-97.76409861,2022
FAMILY DISTURBANCE,30.26086219,-97.75853083,2022
OBTAIN CONTROLLED SUB BY FRAUD,30.38265639,-97.68668719,2022
IDENTITY THEFT,30.37728556,-97.75505432,2022
HARASSMENT,,,2022
ASSAULT  CONTACT-SEXUAL NATURE,,,2022
DISCLOSE/PROMO INTIMATE VISUAL,,,2022
EXPLOSIVE ORDNANCE DISPOSAL,,,2022
BURGLARY OF VEHICLE,30.38043547,-97.65429273,2022
THEFT,30.16231536,-97.78877116,2022
BURGLARY OF VEHICLE,30.26254646,-97.72553832,2022
THEFT CATALYTIC CONVERTER,30.40055624,-97.70530305,2022
FRAUD - OTHER,30.35893271,-97.74005846,2022
THEFT,30.35843065,-97.68667007,2022
BURGLARY OF VEHICLE,30.35816529,-97.73366952,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.28028743,-97.72316719,2022
THEFT,30.30443968,-97.69890257,2022
FALSE STATEMENT -OBTAIN CREDIT,30.42374922,-97.72940933,2022
TERRORISTIC THREAT,30.36944245,-97.70066673,2022
BURGLARY OF VEHICLE,30.21210047,-97.76079323,2022
THEFT CATALYTIC CONVERTER,30.39759159,-97.7051808,2022
AUTO THEFT,30.23496305,-97.7183772,2022
WARRANT ARREST NON TRAFFIC,30.41248349,-97.70685965,2022
CRIMINAL TRESPASS,30.25142497,-97.74865448,2022
THEFT FROM BUILDING,30.30608819,-97.71506155,2022
ASSAULT WITH INJURY,30.38786253,-97.64763029,2022
THEFT,30.25411108,-97.84416202,2022
POSS OF FIREARM BY FELON,30.36417602,-97.69694417,2022
FORGERY AND PASSING,30.30704294,-97.72993378,2022
THEFT,30.25411108,-97.84416202,2022
MAIL THEFT,30.31582358,-97.7328543,2022
UNLAWFUL CARRYING WEAPON,30.28257064,-97.70394873,2022
THEFT OF METAL,30.30608819,-97.71506155,2022
BURGLARY OF VEHICLE,30.38938862,-97.7662405,2022
BURGLARY OF VEHICLE,30.33673263,-97.71613552,2022
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2022
BURGLARY OF VEHICLE,30.18563953,-97.83903091,2022
AUTO THEFT,30.29246578,-97.72275227,2022
THEFT CATALYTIC CONVERTER,30.21706458,-97.68934647,2022
AUTO THEFT,30.20828161,-97.76099626,2022
CRIMINAL TRESPASS,30.44946262,-97.7738683,2022
DISTURBANCE - OTHER,30.29788437,-97.74120121,2022
DWI  .15 BAC OR ABOVE,30.41255733,-97.74555581,2022
FAMILY DISTURBANCE,30.16552618,-97.78510052,2022
FRAUD - OTHER,30.20134514,-97.76112396,2022
ASSAULT WITH INJURY,30.36481286,-97.69313972,2022
ASSAULT WITH INJURY,30.30224233,-97.68476556,2022
DWI,30.38907973,-97.64783433,2022
BURGLARY OF VEHICLE,30.22221713,-97.76097983,2022
CRASH/FAIL STOP AND RENDER AID,30.26293118,-97.75774693,2022
THEFT CATALYTIC CONVERTER,30.39785078,-97.66153467,2022
FAMILY DISTURBANCE,30.24393779,-97.7643387,2022
INVASIVE VISUAL RECORDING,,,2022
THEFT,30.33857476,-97.59210978,2022
VIOL CITY ORDINANCE -FIREWORK,30.2337088,-97.72444191,2022
CRIMINAL MISCHIEF,30.26931694,-97.74189854,2022
FAMILY DISTURBANCE,30.32057465,-97.71480795,2022
POSS CONTROLLED SUB/NARCOTIC,30.35074134,-97.71565077,2022
THEFT,30.25919652,-97.75926592,2022
BURGLARY OF RESIDENCE,30.13680253,-97.7607877,2022
ASSAULT BY CONTACT,30.39885869,-97.6708572,2022
AUTO THEFT,30.2635398,-97.7580602,2022
IDENTITY THEFT,30.40034813,-97.84579924,2022
AUTO THEFT,30.25255839,-97.76453069,2022
THEFT,30.2421105,-97.75962632,2022
ASSAULT WITH INJURY,,,2022
THEFT CATALYTIC CONVERTER,30.39450156,-97.65221081,2022
DWI  .15 BAC OR ABOVE,30.26438022,-97.76402921,2022
THEFT BY SHOPLIFTING,30.23802714,-97.75365349,2022
FAMILY DISTURBANCE,30.27643109,-97.73438129,2022
POSS OF DRUG PARAPHERNALIA,30.22981569,-97.73099881,2022
POSS OF DRUG PARAPHERNALIA,30.35645463,-97.68981012,2022
IDENTITY THEFT,30.17983691,-97.76149389,2022
FAILURE TO REG AS SEX OFFENDER,,,2022
INVASIVE VISUAL RECORDING,,,2022
PROTECTIVE ORDER,,,2022
BURGLARY OF VEHICLE,30.25292421,-97.76384617,2022
THEFT BY SHOPLIFTING,30.25788603,-97.80700704,2022
BREACH OF COMPUTER SECURITY,30.35585257,-97.65983738,2022
ASSAULT BY CONTACT,30.26671242,-97.73891086,2022
ASSAULT WITH INJURY,30.23196514,-97.72444467,2022
FAMILY DISTURBANCE,30.17778504,-97.83115212,2022
FAMILY DISTURBANCE,30.30432344,-97.716726,2022
CRIMINAL MISCHIEF,30.31300008,-97.73304451,2022
THEFT OF LICENSE PLATE,30.35687949,-97.72614979,2022
THEFT,30.43089087,-97.65530875,2022
ASSAULT BY CONTACT,30.45691808,-97.79030254,2022
MAIL THEFT,30.22972147,-97.71127554,2022
FAMILY DISTURBANCE,30.25382378,-97.73616832,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.2268757,-97.78461889,2022
FRAUD - OTHER,30.33186393,-97.68649841,2022
DATING DISTURBANCE,30.36111463,-97.74936863,2022
THEFT CATALYTIC CONVERTER,30.33993152,-97.71857277,2022
DISTURBANCE - OTHER,30.40514245,-97.64220521,2022
RECKLESS CONDUCT,30.26609835,-97.75003598,2022
BURGLARY OF VEHICLE,30.34715945,-97.80037855,2022
FAMILY DISTURBANCE,30.22967724,-97.73014105,2022
CRUELTY TO ANIMALS,30.20550917,-97.64255121,2022
FAMILY DISTURBANCE,30.39759159,-97.7051808,2022
FAMILY DISTURBANCE,30.41130218,-97.72242488,2022
AUTO THEFT,30.33647136,-97.71559723,2022
DOC DISCHARGE GUN - PUB ROAD,30.22314354,-97.66550604,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.21675818,-97.76840574,2022
AUTO THEFT,30.45275712,-97.78781874,2022
BURGLARY OF VEHICLE,30.41069227,-97.71678672,2022
CRIMINAL MISCHIEF,30.15613523,-97.7923582,2022
THEFT CATALYTIC CONVERTER,30.40950098,-97.67276231,2022
BURGLARY OF VEHICLE,30.23032366,-97.79620873,2022
FRAUD - OTHER,30.30525572,-97.6530927,2022
FAMILY DISTURBANCE,30.42460533,-97.75437249,2022
THEFT OF BICYCLE,30.25142497,-97.74865448,2022
FAMILY DISTURBANCE,30.44713419,-97.77102875,2022
BURGLARY OF VEHICLE,30.22362187,-97.83951319,2022
THEFT,30.28200771,-97.70841969,2022
ASSAULT WITH INJURY,30.24678021,-97.69084852,2022
THEFT FROM PERSON,30.26669189,-97.73884805,2022
RENTAL CAR/FAIL TO RETURN,30.30700748,-97.71267193,2022
FAMILY DISTURBANCE,30.40233202,-97.64669096,2022
AUTO THEFT,30.26854396,-97.76744813,2022
EVADING / FOOT,30.23057411,-97.73259053,2022
BURGLARY OF VEHICLE,30.16924178,-97.78869324,2022
THEFT FROM AUTO,30.2208472,-97.69218824,2022
THEFT BY SHOPLIFTING,30.23581695,-97.72262067,2022
ASSAULT WITH INJURY,30.21529713,-97.74336678,2022
FRAUD - OTHER,30.16508591,-97.84251439,2022
CRIMINAL MISCHIEF,30.30362346,-97.71598424,2022
FAMILY DISTURBANCE,30.26744445,-97.73553891,2022
NUISANCE ABATEMENT,30.28125575,-97.68790194,2022
BURGLARY OF VEHICLE,30.22818914,-97.72810346,2022
AUTO THEFT,30.23120536,-97.88561603,2022
AUTO THEFT,30.3262811,-97.68891845,2022
CRIMINAL MISCHIEF,30.37887645,-97.6979983,2022
ASSAULT BY THREAT,30.28035462,-97.68422212,2022
MAIL THEFT,30.23005129,-97.87532975,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.21317064,-97.71359635,2022
DOC DISCHARGE GUN - PUB ROAD,30.3868931,-97.66456981,2022
AUTO THEFT,30.30700748,-97.71267193,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.34123986,-97.70722654,2022
FORGERY AND PASSING,30.29321402,-97.76688103,2022
FAMILY DISTURBANCE,30.1804823,-97.83801809,2022
DEBIT CARD ABUSE,30.49582572,-97.77334768,2022
BURGLARY OF RESIDENCE,30.41381056,-97.73394274,2022
THEFT BY SHOPLIFTING,30.27508235,-97.74370206,2022
BURGLARY OF VEHICLE,30.3170665,-97.70774495,2022
AUTO THEFT,30.38044302,-97.70719623,2022
FRAUD - OTHER,30.42924658,-97.7448792,2022
FAMILY DISTURBANCE,30.26080367,-97.73886053,2022
FAMILY DISTURBANCE,30.35576085,-97.6951191,2022
ASSAULT WITH INJURY,30.31592543,-97.70051959,2022
DWI  .15 BAC OR ABOVE,30.19439738,-97.75781673,2022
DWI,30.23869856,-97.68746494,2022
HARASSMENT,30.15147327,-97.79331622,2022
ROBBERY BY THREAT,30.35830737,-97.68882692,2022
CRIMINAL MISCHIEF,30.30492625,-97.67995626,2022
ASSAULT BY THREAT,30.22253274,-97.7423905,2022
DEBIT CARD ABUSE,30.2572261,-97.72439891,2022
CRIMINAL TRESPASS,30.30410395,-97.72403815,2022
ASSAULT BY CONTACT,30.23520584,-97.7913737,2022
CRIMINAL MISCHIEF,30.40416494,-97.71297857,2022
CRIMINAL TRESPASS,30.25277817,-97.69322199,2022
AUTO THEFT,30.28209687,-97.7481184,2022
BURGLARY OF VEHICLE,30.35906757,-97.7315076,2022
POSS CONTROLLED SUB/NARCOTIC,30.38033173,-97.68346137,2022
MAIL THEFT,30.23075849,-97.71760419,2022
THEFT CATALYTIC CONVERTER,30.23150211,-97.83743153,2022
DOC DISCHARGE GUN - PUB PLACE,30.34887091,-97.6852326,2022
BURGLARY OF VEHICLE,30.23783528,-97.71317116,2022
FAMILY DISTURBANCE,30.30755468,-97.67805181,2022
BURGLARY OF VEHICLE,30.26948334,-97.77054736,2022
MAIL THEFT,30.23265619,-97.76366325,2022
FAMILY DISTURBANCE,30.39610097,-97.73339858,2022
BURGLARY OF VEHICLE,30.40737329,-97.74543794,2022
THEFT,30.20134452,-97.6840709,2022
ASSAULT BY THREAT,30.27256032,-97.74383942,2022
BURGLARY OF VEHICLE,30.22860695,-97.78551387,2022
BURGLARY OF RESIDENCE,30.41659244,-97.69960747,2022
RECKLESS DAMAGE,30.24758888,-97.75591965,2022
FAMILY DISTURBANCE,30.22249994,-97.70447557,2022
BURGLARY OF RESIDENCE,30.32304099,-97.68305013,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.39049057,-97.72041866,2022
DEL CONTROLLED SUB/NARCOTIC,30.15683936,-97.8146233,2022
THEFT,30.44196288,-97.66291141,2022
DWI,30.21266186,-97.75274437,2022
AUTO THEFT,30.30700748,-97.71267193,2022
FAMILY DISTURBANCE,30.33506287,-97.72111131,2022
THEFT OF TRAILER,30.38260465,-97.73365462,2022
AUTO THEFT,30.32838578,-97.74106974,2022
CHILD CUSTODY INTERFERE,30.35294853,-97.70872177,2022
FRAUD - OTHER,30.41350812,-97.68992104,2022
HARASSMENT,30.38064476,-97.85231874,2022
TERRORISTIC THREAT,30.3698269,-97.72000474,2022
BURGLARY OF VEHICLE,30.4206061,-97.68188448,2022
FAMILY DISTURBANCE,30.35940846,-97.68500671,2022
DEADLY CONDUCT,30.23433699,-97.71398508,2022
THEFT BY SHOPLIFTING,30.38746055,-97.74379291,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.29919998,-97.73472852,2022
ASSAULT BY CONTACT,30.23783528,-97.71317116,2022
BURGLARY OF VEHICLE,30.42752937,-97.70504365,2022
BURGLARY OF VEHICLE,30.23496305,-97.7183772,2022
POSS CONTROLLED SUB/NARCOTIC,30.33758377,-97.59696406,2022
ASSAULT BY CONTACT FAM/DATING,30.30581544,-97.66542043,2022
FORGERY BY ALTERATION,30.32595562,-97.73908694,2022
FAMILY DISTURBANCE,30.28035462,-97.68422212,2022
THEFT,30.3155157,-97.66342134,2022
THEFT,30.33829455,-97.72760013,2022
HARASSMENT,30.24060074,-97.90022408,2022
ASSAULT BY CONTACT,30.37674862,-97.69965203,2022
BURGLARY OF RESIDENCE,30.36021782,-97.72611981,2022
DISTURBANCE - OTHER,30.35016174,-97.69822784,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.35138528,-97.70773047,2022
IDENTITY THEFT,30.19733875,-97.73189577,2022
ASSAULT WITH INJURY,30.26750848,-97.73964991,2022
DWI  .15 BAC OR ABOVE,30.36349636,-97.79009527,2022
POSS CONTROLLED SUB/NARCOTIC,30.23146369,-97.73495474,2022
BURGLARY OF VEHICLE,30.34839398,-97.61940161,2022
CRIMINAL MISCHIEF,30.23209869,-97.79043877,2022
THEFT,30.39836571,-97.73400063,2022
THEFT,30.33915243,-97.69116575,2022
BURGLARY OF RESIDENCE,30.36069297,-97.6818157,2022
BURGLARY NON RESIDENCE,30.37071611,-97.6918489,2022
AGG ROBBERY/DEADLY WEAPON,30.27141771,-97.69684417,2022
ASSAULT WITH INJURY,30.33162207,-97.62396043,2022
AUTO THEFT,30.22840178,-97.8038858,2022
CRIMINAL TRESPASS,30.26612527,-97.75178107,2022
FRAUD - OTHER,30.29455883,-97.64256289,2022
AUTO THEFT,30.22221713,-97.76097983,2022
DATING DISTURBANCE,30.40222574,-97.67884895,2022
THEFT-NO SUSPECT/FOLLOWUP,30.23520584,-97.7913737,2022
AGG ASSAULT,30.36790421,-97.70626259,2022
CRIMINAL MISCHIEF,30.1996283,-97.73520938,2022
