Highest Offense Description,Latitude,Longitude,year
DISTURBANCE - OTHER,30.38043547,-97.65429273,2021
FAMILY DISTURBANCE,30.29405335,-97.63121769,2021
ASSAULT BY THREAT,30.1870381,-97.78036378,2021
CRASH/FAIL STOP AND RENDER AID,30.26099446,-97.7357885,2021
ASSAULT WITH INJURY,30.39158491,-97.72121388,2021
UNLAWFUL CARRYING WEAPON,30.23943977,-97.78769559,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.320549,-97.71018957,2021
FAMILY DISTURBANCE,30.37919393,-97.67300529,2021
THEFT OF BICYCLE,30.28052792,-97.68981693,2021
DRIVING WHILE INTOX / FELONY,30.16104246,-97.79919214,2021
DATING DISTURBANCE,30.38657953,-97.72244396,2021
FAMILY DISTURBANCE,30.15377407,-97.84138178,2021
CRIMINAL MISCHIEF,30.19759665,-97.8067155,2021
ASSAULT BY CONTACT,30.26647782,-97.74022892,2021
ROBBERY BY ASSAULT,30.42746248,-97.84263668,2021
ASSAULT WITH INJURY,30.24667693,-97.88871469,2021
ASSAULT WITH INJURY,30.46132722,-97.79282129,2021
THEFT FROM BUILDING,30.22979266,-97.76679584,2021
THEFT OF TRAILER,30.17616609,-97.82095063,2021
CRED CARD ABUSE - OTHER,30.36970381,-97.68157747,2021
BURGLARY OF VEHICLE,30.25772155,-97.72077378,2021
FAMILY DISTURBANCE,30.2311206,-97.78716739,2021
ROBBERY BY ASSAULT,30.19713105,-97.74362897,2021
DATING DISTURBANCE,30.4540371,-97.79788016,2021
DWI 2ND,30.21068436,-97.78709172,2021
BURGLARY NON RESIDENCE,30.43809342,-97.7707327,2021
DWI  .15 BAC OR ABOVE,30.25298732,-97.71278534,2021
CRIMINAL TRESPASS,30.26533402,-97.74664086,2021
AGG ROBBERY/DEADLY WEAPON,30.33967067,-97.70608017,2021
THEFT OF BICYCLE,30.23653697,-97.71329824,2021
BURGLARY OF VEHICLE,30.44469193,-97.78470828,2021
FAMILY DISTURBANCE,30.30984211,-97.69666293,2021
CRIMINAL MISCHIEF-NO SUSPECT,30.39072639,-97.73636708,2021
FAMILY DISTURBANCE,30.35074982,-97.70141792,2021
BURGLARY OF VEHICLE,30.26675694,-97.74451154,2021
HARASSMENT,30.30755468,-97.67805181,2021
FAMILY DISTURBANCE,30.22423412,-97.80425464,2021
ASSAULT BY CONTACT,30.17354497,-97.80752793,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.2005368,-97.81635587,2021
THEFT CATALYTIC CONVERTER,30.30675345,-97.72030222,2021
BURGLARY NON RESIDENCE,30.39502398,-97.7187031,2021
FAMILY DISTURBANCE,30.22111707,-97.70182441,2021
DOC FIGHTING,30.26762254,-97.73889908,2021
DWI,30.23652865,-97.68627322,2021
BURGLARY OF VEHICLE,30.41875783,-97.77138637,2021
DISTURBANCE - OTHER,30.41248349,-97.70685965,2021
THEFT,30.24339353,-97.78058761,2021
CRIMINAL MISCHIEF,30.45055218,-97.72537718,2021
BURGLARY NON RESIDENCE,30.34094523,-97.7374662,2021
ASSAULT BY CONTACT,30.33872599,-97.71947426,2021
UNLAWFUL CARRYING WEAPON,30.27515598,-97.70101677,2021
ASSAULT BY THREAT,30.40950098,-97.67276231,2021
CRIMINAL MISCHIEF,30.21546174,-97.69004271,2021
BURGLARY OF VEHICLE,30.26973339,-97.73692853,2021
FAMILY DISTURBANCE,30.32619351,-97.69534738,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.4759097,-97.80775129,2021
FAMILY DISTURBANCE,30.24251596,-97.89218401,2021
FAMILY DISTURBANCE/PARENTAL,30.27175224,-97.70751029,2021
ASSAULT WITH INJURY,30.38973342,-97.64647729,2021
AUTO THEFT,30.38564423,-97.68699856,2021
FAMILY DISTURBANCE,30.19187239,-97.73697246,2021
BURGLARY OF VEHICLE,30.26807952,-97.73200159,2021
DISTURBANCE - OTHER,30.37393455,-97.7109071,2021
DEADLY CONDUCT,30.39588717,-97.67969927,2021
UNLAWFUL CARRYING WEAPON,30.3522535,-97.69281751,2021
ASSAULT WITH INJURY,30.33288207,-97.70430239,2021
THEFT,30.40077704,-97.72962366,2021
BREACH OF COMPUTER SECURITY,30.26706762,-97.73933857,2021
HARASSMENT,30.24267237,-97.81697766,2021
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.39665922,-97.66375058,2021
AGG ROBBERY/DEADLY WEAPON,30.2185674,-97.7689309,2021
POSS OF DRUG PARAPHERNALIA,30.30476927,-97.67689224,2021
THEFT OF BICYCLE,30.26668325,-97.715167,2021
ASSAULT BY THREAT,30.27132301,-97.70763603,2021
DWI,30.26740166,-97.73682014,2021
CRIMINAL MISCHIEF,30.42479631,-97.70629245,2021
ASSAULT BY CONTACT,30.31352507,-97.73669174,2021
THEFT OF BICYCLE,30.48157204,-97.76914102,2021
FAMILY DISTURBANCE,30.39703797,-97.75023971,2021
CRIMINAL MISCHIEF,30.16699368,-97.73037035,2021
THEFT OF AUTO PARTS,30.23216714,-97.79902672,2021
DATING DISTURBANCE,30.20871197,-97.83510399,2021
DWI,30.24737835,-97.6905122,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.15957491,-97.77587971,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.32104847,-97.77354003,2021
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2021
AUTO THEFT,30.30865434,-97.72802326,2021
BURGLARY OF VEHICLE,30.34918091,-97.61098194,2021
CRIMINAL TRESPASS,30.20594137,-97.79089299,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.22347724,-97.79421916,2021
BURGLARY OF VEHICLE,30.36537398,-97.68766894,2021
POSS OF FIREARM BY FELON,30.27011636,-97.67062128,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.2666563,-97.73302217,2021
FAMILY DISTURBANCE,30.40514245,-97.64220521,2021
DWI - CHILD PASSENGER,30.25820876,-97.75063675,2021
MAIL THEFT,30.40359509,-97.70099377,2021
BURGLARY NON RESIDENCE,30.35709994,-97.73131647,2021
THEFT,30.40120965,-97.72289492,2021
DISTURBANCE - OTHER,30.4759097,-97.80775129,2021
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2021
DISTURBANCE - OTHER,30.22229126,-97.66539023,2021
THEFT FROM AUTO,30.4664638,-97.79749916,2021
AUTO THEFT,30.19259606,-97.77497082,2021
THEFT,30.17820064,-97.82976119,2021
BURGLARY NON RESIDENCE,30.30635266,-97.70916489,2021
THEFT-NO SUSPECT/FOLLOWUP,30.27002311,-97.75044743,2021
ASSAULT BY CONTACT,30.1870381,-97.78036378,2021
THEFT,30.39438783,-97.67065387,2021
DWI,30.37288521,-97.72648786,2021
AGG ROBBERY/DEADLY WEAPON,30.23540184,-97.7234396,2021
THEFT CATALYTIC CONVERTER,30.3365449,-97.69155742,2021
CIVIL DISTURBANCE/DEMO,30.35110716,-97.79875905,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.22086455,-97.83308588,2021
DISTURBANCE - OTHER,30.37925879,-97.65326272,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.37775164,-97.77876289,2021
POSS CONTROLLED SUB/NARCOTIC,30.23581695,-97.72262067,2021
THEFT OF LICENSE PLATE,30.23245069,-97.79293169,2021
POSS OF DRUG PARAPHERNALIA,30.26793786,-97.74211299,2021
DWI  .15 BAC OR ABOVE,30.20542972,-97.75785824,2021
THEFT BY SHOPLIFTING,30.36824126,-97.61408842,2021
HARASSMENT,30.16746177,-97.61981385,2021
CRUELTY TO ANIMALS,30.22214335,-97.77900518,2021
THEFT BY SHOPLIFTING,30.22235873,-97.74888756,2021
BURGLARY OF RESIDENCE,30.27070373,-97.7088221,2021
FAMILY DISTURBANCE,30.21698033,-97.73657626,2021
FAMILY DISTURBANCE,30.2310928,-97.77638352,2021
THEFT,30.33748781,-97.69273652,2021
AUTO THEFT,30.26665421,-97.73508807,2021
THEFT OF BICYCLE,30.26741464,-97.73610371,2021
THEFT,30.26209601,-97.76190069,2021
ASSAULT BY CONTACT,30.34835089,-97.71253495,2021
FAMILY DISTURBANCE/PARENTAL,30.35900727,-97.67173844,2021
THEFT,30.22671474,-97.70628016,2021
DRIVING WHILE INTOX / FELONY,30.20184665,-97.77187298,2021
FAMILY DISTURBANCE/PARENTAL,30.24200034,-97.7568829,2021
FAMILY DISTURBANCE,30.25530543,-97.7642295,2021
COUNTERFEITING,30.27060019,-97.73423725,2021
BURGLARY NON RESIDENCE,30.20650703,-97.74526802,2021
UNLAWFUL CARRYING WEAPON,30.33379129,-97.61041742,2021
AGG ASSAULT,30.34754602,-97.71312128,2021
CRIMINAL MISCHIEF,30.2800272,-97.83710534,2021
THEFT CATALYTIC CONVERTER,30.15662811,-97.67300723,2021
AUTO THEFT,30.38260465,-97.73365462,2021
ASSAULT  CONTACT-SEXUAL NATURE,,,2021
RAPE,,,2021
PROTECTIVE ORDER,,,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.24775128,-97.77128252,2021
AUTO THEFT,30.27749587,-97.7425504,2021
HARASSMENT,30.39438023,-97.72017999,2021
CRED CARD ABUSE - OTHER,30.38344136,-97.72352504,2021
FAMILY DISTURBANCE,30.17192295,-97.79948924,2021
DAMAGE CITY VEHICLE,30.26012598,-97.70949934,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.31044708,-97.66819606,2021
FAMILY DISTURBANCE,30.20067456,-97.77253731,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.24307585,-97.80019122,2021
AUTO THEFT,30.4737546,-97.81074807,2021
BURGLARY OF VEHICLE,30.43352684,-97.69868447,2021
AGG ASSAULT,30.2156655,-97.70354685,2021
CRIMINAL MISCHIEF,30.43172659,-97.65449839,2021
THEFT,30.3265796,-97.80682846,2021
THEFT,30.23216714,-97.79902672,2021
THEFT,30.42460533,-97.75437249,2021
VIOL CITY ORDINANCE - OTHER,30.477696,-97.78679141,2021
AUTO THEFT,30.23653697,-97.71329824,2021
CRIMINAL TRESPASS,30.39438783,-97.67065387,2021
FAMILY DISTURBANCE/PARENTAL,30.47244517,-97.79232171,2021
DEADLY CONDUCT,30.20471473,-97.63995463,2021
BURGLARY OF VEHICLE,30.20580228,-97.69363185,2021
BURGLARY OF VEHICLE,30.44519204,-97.70933299,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.39615143,-97.67426337,2021
THEFT OF TRAILER,30.32859959,-97.72597868,2021
BURGLARY OF VEHICLE,30.25660993,-97.73847899,2021
BURGLARY OF VEHICLE,30.26851285,-97.7504308,2021
THEFT,30.42752937,-97.70504365,2021
POSS CONTROLLED SUB/NARCOTIC,30.39814587,-97.69038984,2021
DWI,30.24888757,-97.76333902,2021
THEFT OF LICENSE PLATE,30.38998936,-97.71849699,2021
THEFT OF TRAILER,30.20761961,-97.77600421,2021
DOC DISCHARGE GUN - PUB PLACE,30.20520157,-97.73580678,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.4312734,-97.7630714,2021
TERRORISTIC THREAT,30.29328587,-97.71603322,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.4825002,-97.76315261,2021
THEFT CATALYTIC CONVERTER,30.21195797,-97.73602093,2021
CRED CARD ABUSE - OTHER,30.22504044,-97.7029622,2021
IDENTITY THEFT,30.31667616,-97.81271781,2021
FALSE STATEMENT -OBTAIN CREDIT,30.22311391,-97.78561759,2021
CRIMINAL MISCHIEF-NO SUSPECT,30.44748551,-97.80441718,2021
ASSAULT WITH INJURY,30.25985514,-97.73806228,2021
THEFT BY SHOPLIFTING,30.23581695,-97.72262067,2021
INJURY TO ELDERLY PERSON,30.31974247,-97.67026946,2021
BURGLARY OF VEHICLE,30.25680559,-97.73917706,2021
CRIMINAL TRESPASS/HOTEL,30.26973339,-97.73692853,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.39986155,-97.72287431,2021
DWI,30.23462035,-97.87580576,2021
CRIMINAL MISCHIEF,30.22235873,-97.74888756,2021
THEFT,30.21714425,-97.82806147,2021
FRAUD - OTHER,30.20352022,-97.71321843,2021
FAMILY DISTURBANCE,30.2680746,-97.67017696,2021
FRAUD - OTHER,30.40193365,-97.70178795,2021
THEFT,30.32920834,-97.67472917,2021
BURGLARY NON RESIDENCE,30.43201521,-97.76358166,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.240876,-97.78564947,2021
AIRPORT - FEDERAL VIOL,30.20200809,-97.6668813,2021
BURGLARY OF VEHICLE,30.37721803,-97.68944712,2021
BURGLARY OF VEHICLE,30.25624555,-97.74480288,2021
ASSAULT BY CONTACT,30.4006337,-97.73748042,2021
AUTO THEFT,30.41890776,-97.67371178,2021
ASSAULT BY CONTACT,30.36912491,-97.69338009,2021
DWI  .15 BAC OR ABOVE,30.4053694,-97.71135296,2021
EVADING VEHICLE,30.17657544,-97.83399437,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.25139683,-97.74971333,2021
BURGLARY OF VEHICLE,30.44519204,-97.70933299,2021
FAMILY DISTURBANCE,30.44268296,-97.6642088,2021
THEFT OF SERVICE,30.3155157,-97.66342134,2021
DAMAGE CITY VEHICLE,30.19588894,-97.84549108,2021
FAMILY DISTURBANCE,30.31372838,-97.67774244,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.4067901,-97.69786669,2021
THEFT-NO SUSPECT/FOLLOWUP,30.39116473,-97.7520912,2021
FAMILY DISTURBANCE,30.37239143,-97.71561186,2021
TAMPERING WITH EVIDENCE,30.23010369,-97.70630517,2021
FAMILY DISTURBANCE,30.15957491,-97.77587971,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.39110007,-97.66094762,2021
AGG ROBBERY/DEADLY WEAPON,30.24449461,-97.74391096,2021
IDENTITY THEFT,30.21262206,-97.85175439,2021
ASSAULT BY CONTACT,30.39608138,-97.84446894,2021
FAMILY DISTURBANCE,30.3927051,-97.70509191,2021
FRAUD - OTHER,30.18217952,-97.75940866,2021
CHILD CUSTODY INTERFERE,30.20597463,-97.79492618,2021
AUTO THEFT,30.4015681,-97.72226333,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.3984947,-97.67984008,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.38760939,-97.66132355,2021
MAIL THEFT,30.32024205,-97.68495943,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.32104847,-97.77354003,2021
IDENTITY THEFT,30.18605076,-97.92310246,2021
FAMILY DISTURBANCE,30.47636795,-97.78500704,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.23628691,-97.7933249,2021
AUTO THEFT,30.34257709,-97.73832602,2021
ASSAULT BY CONTACT,30.2670305,-97.73981484,2021
ASSAULT WITH INJURY,30.37148551,-97.71717801,2021
AGG ASSAULT WITH MOTOR VEH,30.37200755,-97.69138848,2021
AGG ASSAULT,30.35284643,-97.7080332,2021
THEFT OF SERVICE,30.47470444,-97.78322843,2021
CRIMINAL MISCHIEF,30.31270879,-97.6655944,2021
BURGLARY OF VEHICLE,30.25542233,-97.74312684,2021
CRIMINAL TRESPASS,30.268777,-97.73900113,2021
BURGLARY OF VEHICLE,30.22098806,-97.6904837,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.22086455,-97.83308588,2021
HARASSMENT,30.35470334,-97.64328583,2021
AIRPORT - CRIMINAL TRESPASS,30.20200809,-97.6668813,2021
FAMILY DISTURBANCE,30.17748431,-97.75487721,2021
DWI,30.38857641,-97.70091522,2021
BURGLARY OF VEHICLE,30.23628691,-97.7933249,2021
BURGLARY OF VEHICLE,30.31583571,-97.65437122,2021
MAIL THEFT,30.23496305,-97.7183772,2021
THEFT OF BICYCLE,30.32137824,-97.71900897,2021
AUTO THEFT,30.26908233,-97.73140739,2021
CRED CARD ABUSE - OTHER,30.42469714,-97.71355021,2021
FRAUD - OTHER,30.20184665,-97.77187298,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.30212809,-97.70822426,2021
CRIMINAL MISCHIEF,30.27877743,-97.67195099,2021
BURGLARY OF VEHICLE,30.32915471,-97.70400447,2021
BURGLARY OF VEHICLE,30.27548971,-97.74480653,2021
CHILD CUSTODY INTERFERE,30.16709384,-97.78855672,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.41503485,-97.66600889,2021
POSS CONTROLLED SUB/NARCOTIC,30.23062165,-97.70500832,2021
BURGLARY OF VEHICLE,30.44519204,-97.70933299,2021
FAMILY DISTURBANCE,30.43815984,-97.77599358,2021
FAMILY DISTURBANCE,30.42818778,-97.83863174,2021
DISTURBANCE - OTHER,30.29043652,-97.66759498,2021
THEFT OF BICYCLE,30.3738038,-97.7187836,2021
THEFT,30.23232115,-97.68483652,2021
THEFT,30.47470444,-97.78322843,2021
ASSAULT WITH INJURY,30.28648854,-97.74168788,2021
DWI,30.1895825,-97.77129582,2021
ASSAULT WITH INJURY,30.35604964,-97.69632269,2021
BURGLARY OF RESIDENCE,30.16300493,-97.74144479,2021
BURGLARY OF RESIDENCE,30.22823527,-97.7329449,2021
ASSAULT WITH INJURY,30.26835472,-97.73743455,2021
BURGLARY NON RESIDENCE,30.38990206,-97.67238307,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.3659152,-97.7872499,2021
ASSAULT BY CONTACT,30.30698583,-97.73552369,2021
CHILD CUSTODY INTERFERE,30.37011709,-97.6896069,2021
FAMILY DISTURBANCE,30.28827308,-97.66910307,2021
DOC DISCHARGE GUN - PUB PLACE,30.32683575,-97.69114161,2021
FAMILY DISTURBANCE,30.3039,-97.73403459,2021
CRIMINAL MISCHIEF,30.30042913,-97.7404197,2021
FAMILY DISTURBANCE,30.20871197,-97.83510399,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.17555222,-97.83145367,2021
FRAUD - OTHER,30.20507119,-97.75248167,2021
MAIL THEFT,30.43679351,-97.83820902,2021
FAMILY DISTURBANCE,30.19394123,-97.76344868,2021
ASSAULT BY CONTACT FAM/DATING,30.1467879,-97.78534767,2021
AUTO THEFT,30.22359282,-97.69382656,2021
DRIVING WHILE INTOX / FELONY,30.40046532,-97.67498839,2021
DISTURBANCE - OTHER,30.20557837,-97.77515264,2021
FAMILY DISTURBANCE/PARENTAL,30.36974612,-97.80043239,2021
DISTURBANCE - OTHER,30.43509468,-97.76917465,2021
THEFT OF TRAILER,30.37714451,-97.73239974,2021
DATING DISTURBANCE,30.38596422,-97.76416811,2021
THEFT CATALYTIC CONVERTER,30.36402782,-97.6800208,2021
MAIL THEFT,30.38354896,-97.72286546,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.34943336,-97.71019055,2021
DISTURBANCE - OTHER,30.27068181,-97.71420303,2021
DISTURBANCE - OTHER,30.22235873,-97.74888756,2021
DEBIT CARD ABUSE,30.24911365,-97.89217561,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.39425547,-97.7414181,2021
BURGLARY OF VEHICLE,30.42988563,-97.69856501,2021
FAMILY DISTURBANCE,30.23396557,-97.77673189,2021
CRIMINAL MISCHIEF,30.37136443,-97.71555726,2021
BOMB THREAT,30.39937682,-97.70828279,2021
INDECENT EXPOSURE,30.23630433,-97.69566471,2021
FAMILY DISTURBANCE,30.35709068,-97.75989144,2021
THEFT,30.23258831,-97.72209348,2021
AUTO THEFT,30.16548757,-97.78952006,2021
CRIMINAL MISCHIEF,30.26438022,-97.76402921,2021
POSSESSION OF MARIJUANA,30.28760656,-97.7074371,2021
THEFT,30.26647404,-97.73719045,2021
FAMILY DISTURBANCE,30.39605838,-97.66739371,2021
BURGLARY OF VEHICLE,30.42113709,-97.66411358,2021
FAMILY DISTURBANCE,30.36694207,-97.7284025,2021
FRAUD - OTHER,30.44572626,-97.6703654,2021
FAMILY DISTURBANCE,30.30726363,-97.66430264,2021
FRAUD - OTHER,30.25408903,-97.76227233,2021
BURGLARY OF RESIDENCE,30.29471875,-97.78025382,2021
VIOL OF PROTECTIVE ORDER,30.36912491,-97.69338009,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.31245155,-97.72459225,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.32257864,-97.70937668,2021
FAMILY DISTURBANCE,30.22676056,-97.74391451,2021
POSS CONTROLLED SUB/NARCOTIC,30.20228012,-97.64254616,2021
FAMILY DISTURBANCE,30.23334829,-97.73227511,2021
ASSAULT BY THREAT,30.19299708,-97.76505365,2021
FORGERY AND PASSING,30.44572626,-97.6703654,2021
DISTURBANCE - OTHER,30.27877743,-97.67195099,2021
AUTO THEFT,30.36945025,-97.68914623,2021
DWI - DRUG RECOGNITION EXPERT,30.40723593,-97.67136517,2021
CRIMINAL MISCHIEF,30.26301397,-97.75776056,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.40761425,-97.71879317,2021
ASSAULT WITH INJURY,30.26743332,-97.74137243,2021
AGG ROBBERY/DEADLY WEAPON,30.37490301,-97.67232747,2021
DEBIT CARD ABUSE,30.35045468,-97.7180465,2021
FAMILY DISTURBANCE,30.31852904,-97.70341904,2021
POSS/PROMO CHILD PORNOGRAPHY,30.1759449,-97.76490224,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.29727219,-97.74248227,2021
HARASSMENT,30.27877743,-97.67195099,2021
DISTURBANCE - OTHER,30.33090738,-97.72463856,2021
FAMILY DISTURBANCE,30.42283485,-97.69755176,2021
DISTURBANCE - OTHER,30.22484705,-97.84071037,2021
BURGLARY NON RESIDENCE,30.3895407,-97.71053024,2021
CRIMINAL TRESPASS,30.34135716,-97.71376819,2021
FAMILY DISTURBANCE,30.22764855,-97.72330072,2021
BURGLARY NON RESIDENCE,30.17349553,-97.81730707,2021
BURGLARY OF VEHICLE,30.3999032,-97.7394387,2021
DATING DISTURBANCE,30.22719134,-97.78762886,2021
AIRPORT PLACES WEAPON PROHIBIT,30.20224974,-97.66567456,2021
THEFT CATALYTIC CONVERTER,30.2560392,-97.69785338,2021
DWI,30.26012598,-97.70949934,2021
VIOL OF PROTECTIVE ORDER,30.1996283,-97.73520938,2021
CRIMINAL MISCHIEF,30.30370097,-97.71776035,2021
CHILD CUSTODY INTERFERE,30.30178349,-97.69866762,2021
DWI,30.32579585,-97.80976572,2021
THEFT OF BICYCLE,30.26472927,-97.76196046,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.34855279,-97.7972628,2021
DEBIT CARD ABUSE,30.34855279,-97.7972628,2021
DWI,30.27022713,-97.73577772,2021
THEFT OF BICYCLE,30.30804416,-97.70580956,2021
INDECENT ASSAULT,30.29832985,-97.74855202,2021
THEFT OF BICYCLE,30.36324333,-97.72233986,2021
BURGLARY OF VEHICLE,30.41244659,-97.67395351,2021
CRIMINAL MISCHIEF,30.40371091,-97.63690176,2021
FAILURE TO IDENTIFY,30.31163566,-97.6764306,2021
THEFT FROM PERSON,30.26678154,-97.73824996,2021
HARASSMENT,30.27818734,-97.71890797,2021
VIOL STATE LAW - OTHER,,,2021
FAMILY DISTURBANCE,,,2021
FAILURE TO REG AS SEX OFFENDER,,,2021
PROTECTIVE ORDER,,,2021
RAPE,,,2021
BURGLARY OF VEHICLE,30.40057166,-97.65286696,2021
BURGLARY NON RESIDENCE,30.38998936,-97.71849699,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.32104847,-97.77354003,2021
FAMILY DISTURBANCE,30.30984211,-97.69666293,2021
THEFT-NO SUSPECT/FOLLOWUP,30.17057591,-97.78193501,2021
CRIMINAL TRESPASS/TRANSIENT,30.33013793,-97.71509057,2021
CRIMINAL MISCHIEF,30.26346402,-97.74460934,2021
BURGLARY OF RESIDENCE,30.23691067,-97.72973701,2021
FAMILY DISTURBANCE,30.25958739,-97.74780866,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.24995208,-97.74994523,2021
CRIMINAL MISCHIEF,30.20200809,-97.6668813,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.31698392,-97.70801032,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.20259804,-97.87675015,2021
BURGLARY OF RESIDENCE,30.41069227,-97.71678672,2021
DISTURBANCE - OTHER,30.35542081,-97.70226409,2021
THEFT CATALYTIC CONVERTER,30.45445146,-97.78990732,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.24141447,-97.75893216,2021
BURGLARY OF VEHICLE,30.24530869,-97.76893033,2021
BURGLARY OF VEHICLE,30.39615143,-97.67426337,2021
THEFT BY SHOPLIFTING,30.43434837,-97.77270809,2021
THEFT,30.20005942,-97.80803474,2021
TERRORISTIC THREAT,30.37711482,-97.73107143,2021
FAMILY DISTURBANCE,30.44139787,-97.74748262,2021
DISTURBANCE - OTHER,30.3257346,-97.68909195,2021
THEFT OF BICYCLE,30.23946316,-97.72177454,2021
ASSAULT BY THREAT,30.17042766,-97.61609984,2021
THEFT,30.30828774,-97.72690152,2021
THEFT,30.42140336,-97.69615009,2021
BURGLARY OF RESIDENCE,30.48095114,-97.79005868,2021
ASSAULT BY CONTACT,30.23581695,-97.72262067,2021
FAMILY DISTURBANCE,30.22717673,-97.6985111,2021
ASSAULT BY CONTACT,30.30698583,-97.73552369,2021
MAIL THEFT,30.22782596,-97.74192545,2021
FAMILY DISTURBANCE,30.18216066,-97.75560083,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.44432556,-97.66609014,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.25795492,-97.73807534,2021
ASSAULT BY THREAT,30.23669645,-97.69761153,2021
AGG ASSAULT,30.40514245,-97.64220521,2021
ROBBERY BY ASSAULT,30.2156655,-97.70354685,2021
BURGLARY NON RESIDENCE,30.22706738,-97.78015765,2021
THEFT,30.37241195,-97.72309714,2021
ASSAULT ON PUBLIC SERVANT,30.30349787,-97.70621545,2021
POSS CONTROLLED SUB/OTHER,30.29069343,-97.74725113,2021
AGG ROBBERY/DEADLY WEAPON,30.30755468,-97.67805181,2021
DWI,30.197096,-97.78782662,2021
THEFT BY SHOPLIFTING,30.16056764,-97.79244422,2021
TERRORISTIC THREAT,30.32907428,-97.6892604,2021
AUTO THEFT,30.37102725,-97.70190175,2021
AGG ROBBERY/DEADLY WEAPON,30.20010145,-97.7391482,2021
AUTO THEFT,30.42926059,-97.66524703,2021
BURGLARY OF RESIDENCE,30.23691067,-97.72973701,2021
THEFT-NO SUSPECT/FOLLOWUP,30.24035559,-97.75824767,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.25788603,-97.80700704,2021
DOC EXPOSURE,30.31218542,-97.69398999,2021
ASSAULT BY CONTACT,30.20198228,-97.7966459,2021
MAIL THEFT,30.23991366,-97.6829146,2021
FORGERY AND PASSING,30.26639135,-97.78928523,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.23358122,-97.68592007,2021
HARASSMENT,30.22258998,-97.89201622,2021
THEFT BY SHOPLIFTING,30.23297487,-97.72378708,2021
FAMILY DISTURBANCE,30.30416717,-97.70156941,2021
DWI,30.26690331,-97.68399237,2021
CRIMINAL MISCHIEF,30.27557652,-97.75156318,2021
BURGLARY OF RESIDENCE,30.23532494,-97.72493038,2021
THEFT,30.24317151,-97.72586831,2021
BURGLARY OF RESIDENCE,30.32186143,-97.72801856,2021
AUTO THEFT,30.34045399,-97.71883765,2021
THEFT BY SHOPLIFTING,30.25955655,-97.71137458,2021
POSS CONTROLLED SUB/NARCOTIC,30.38218078,-97.68483175,2021
DWI,30.16616711,-97.79659844,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.24995208,-97.74994523,2021
AUTO THEFT,30.44477335,-97.78908984,2021
FAMILY DISTURBANCE,30.3249706,-97.72726882,2021
AUTO THEFT,30.35585901,-97.7133236,2021
VIOL OF EMERG PROTECTIVE ORDER,30.30594043,-97.64664844,2021
CRIMINAL TRESPASS,30.21529713,-97.74336678,2021
UNLAWFUL CARRYING WEAPON,30.26068194,-97.72055426,2021
